unixtime  Probe1(bottom) #2   #3  #4  #5   #6(top)
1489804758.67  16.25  16.0  16.0  15.75  15.062  14.5 
1489804818.67  16.25  16.0  16.0  15.812  15.125  14.562 
1489804878.68  16.25  16.0  16.062  15.812  15.062  14.5 
1489804938.68  16.25  16.062  16.062  15.812  15.125  14.5 
1489804998.68  16.25  16.062  16.062  15.812  15.125  14.5 
1489805058.69  16.312  16.062  16.062  15.812  15.125  14.5 
1489805118.7  16.312  16.062  16.062  15.812  15.125  14.5 
1489805178.71  16.312  16.062  16.062  15.812  15.187  14.562 
1489805238.72  16.312  16.062  16.062  15.812  15.125  14.562 
1489805298.72  16.312  16.125  16.125  15.875  15.125  14.562 
1489805358.73  16.375  16.125  16.125  15.875  15.187  14.562 
1489805418.74  16.312  16.125  16.125  15.875  15.187  14.562 
1489805478.74  16.375  16.125  16.125  15.875  15.187  14.562 
1489805538.75  16.312  16.062  16.125  15.875  15.125  14.562 
1489805598.75  16.312  16.062  16.062  15.875  15.062  14.5 
1489805658.76  16.312  16.062  16.062  15.875  15.125  14.562 
1489805718.76  16.312  16.062  16.062  15.875  15.125  14.562 
1489805778.77  16.312  16.062  16.062  15.875  15.125  14.5 
1489805838.77  16.312  16.062  16.062  15.875  15.062  14.562 
1489805898.78  16.312  16.062  16.125  15.875  15.125  14.562 
1489805958.78  16.312  16.125  16.125  15.875  15.187  14.562 
1489806018.79  16.375  16.125  16.125  15.875  15.187  14.625 
1489806078.79  16.375  16.125  16.125  15.937  15.187  14.625 
1489806138.79  16.375  16.125  16.125  15.937  15.187  14.562 
1489806198.79  16.375  16.125  16.125  15.937  15.187  14.625 
1489806258.79  16.375  16.125  16.125  15.937  15.187  14.625 
1489806318.8  16.312  16.125  16.125  15.875  15.125  14.562 
1489806378.81  16.312  16.125  16.125  15.875  15.187  14.562 
1489806438.81  16.312  16.125  16.125  15.875  15.187  14.562 
1489806498.82  16.312  16.125  16.125  15.875  15.187  14.625 
1489806558.83  16.312  16.125  16.125  15.875  15.187  14.562 
1489806618.83  16.312  16.125  16.125  15.875  15.187  14.562 
1489806678.84  16.312  16.125  16.125  15.875  15.187  14.562 
1489806738.85  16.312  16.125  16.125  15.875  15.187  14.562 
1489806798.86  16.312  16.125  16.125  15.875  15.187  14.562 
1489806858.86  16.312  16.062  16.062  15.875  15.125  14.562 
1489806918.86  16.312  16.062  16.125  15.875  15.125  14.562 
1489806978.87  16.375  16.125  16.125  15.875  15.187  14.625 
1489807038.88  16.375  16.125  16.125  15.875  15.187  14.625 
1489807098.88  16.375  16.125  16.125  15.875  15.187  14.625 
1489807158.88  16.375  16.125  16.125  15.875  15.187  14.625 
1489807218.89  16.375  16.125  16.125  15.875  15.187  14.625 
1489807278.89  16.375  16.125  16.125  15.875  15.187  14.625 
1489807338.9  16.312  16.062  16.125  15.875  15.187  14.562 
1489807398.91  16.312  16.062  16.125  15.875  15.187  14.562 
1489807458.92  16.312  16.062  16.125  15.875  15.187  14.562 
1489807518.93  16.312  16.062  16.125  15.875  15.187  14.562 
1489807578.93  16.312  16.062  16.125  15.875  15.187  14.562 
1489807638.93  16.312  16.125  16.125  15.875  15.187  14.625 
1489807698.94  16.312  16.125  16.125  15.875  15.25  14.625 
1489807758.95  16.312  16.125  16.125  15.875  15.25  14.687 
1489807818.96  16.312  16.125  16.125  15.875  15.25  14.625 
1489807878.97  16.312  16.125  16.125  15.875  15.25  14.625 
1489807938.97  16.312  16.125  16.125  15.875  15.187  14.625 
1489807998.98  16.312  16.125  16.125  15.875  15.187  14.625 
1489808058.98  16.312  16.062  16.062  15.875  15.187  14.625 
1489808118.98  16.312  16.062  16.062  15.875  15.187  14.625 
1489808178.99  16.312  16.062  16.125  15.875  15.187  14.562 
1489808238.99  16.312  16.062  16.125  15.875  15.187  14.562 
1489808299.0  16.312  16.062  16.125  15.875  15.187  14.625 
1489808359.0  16.312  16.062  16.125  15.875  15.187  14.625 
1489808419.01  16.312  16.062  16.062  15.875  15.125  14.562 
1489808479.01  16.312  16.062  16.062  15.875  15.125  14.562 
1489808539.02  16.312  16.062  16.062  15.875  15.187  14.562 
1489808599.03  16.312  16.062  16.125  15.875  15.187  14.625 
1489808659.04  16.312  16.125  16.125  15.875  15.187  14.625 
1489808719.05  16.312  16.125  16.125  15.875  15.187  14.625 
1489808779.05  16.312  16.062  16.125  15.875  15.187  14.625 
1489808839.05  16.312  16.062  16.125  15.875  15.187  14.625 
1489808899.06  16.312  16.062  16.062  15.875  15.125  14.562 
1489808959.07  16.312  16.125  16.125  15.875  15.187  14.625 
1489809019.07  16.312  16.125  16.125  15.875  15.187  14.625 
1489809079.08  16.312  16.062  16.125  15.875  15.187  14.625 
1489809139.09  16.312  16.062  16.125  15.875  15.187  14.625 
1489809199.1  16.312  16.062  16.125  15.875  15.187  14.562 
1489809259.1  16.312  16.125  16.125  15.875  15.187  14.562 
1489809319.11  16.312  16.062  16.125  15.875  15.187  14.625 
1489809379.11  16.312  16.062  16.125  15.875  15.187  14.562 
1489809439.11  16.312  16.062  16.125  15.875  15.187  14.562 
1489809499.12  16.312  16.125  16.125  15.875  15.187  14.625 
1489809559.12  16.312  16.125  16.125  15.875  15.187  14.625 
1489809619.13  16.375  16.125  16.125  15.875  15.187  14.625 
1489809679.13  16.375  16.125  16.125  15.875  15.187  14.625 
1489809739.13  16.312  16.125  16.125  15.875  15.187  14.625 
1489809799.13  16.375  16.125  16.125  15.937  15.187  14.625 
1489809859.14  16.375  16.125  16.125  15.875  15.25  14.625 
1489809919.14  16.312  16.125  16.125  15.937  15.187  14.625 
1489809979.15  16.375  16.125  16.125  15.937  15.187  14.625 
1489810039.15  16.375  16.125  16.125  15.937  15.187  14.625 
1489810099.16  16.375  16.125  16.125  15.875  15.187  14.625 
1489810159.17  16.375  16.125  16.125  15.875  15.187  14.625 
1489810219.18  16.375  16.125  16.125  15.937  15.187  14.625 
1489810279.18  16.375  16.187  16.125  15.937  15.187  14.625 
1489810339.19  16.375  16.187  16.187  15.937  15.25  14.687 
1489810399.19  16.375  16.187  16.187  15.937  15.187  14.687 
1489810459.2  16.375  16.187  16.187  15.937  15.25  14.625 
1489810519.21  16.375  16.125  16.187  15.937  15.187  14.625 
1489810579.21  16.375  16.125  16.187  15.937  15.187  14.625 
1489810639.22  16.375  16.125  16.125  15.937  15.187  14.625 
1489810699.23  16.375  16.187  16.187  15.937  15.187  14.625 
1489810759.24  16.375  16.187  16.125  15.937  15.187  14.625 
1489810819.24  16.375  16.187  16.187  15.937  15.25  14.687 
1489810879.25  16.375  16.187  16.187  15.937  15.187  14.625 
1489810939.26  16.375  16.125  16.125  15.937  15.187  14.625 
1489810999.26  16.375  16.125  16.125  15.937  15.187  14.625 
1489811059.27  16.375  16.187  16.187  15.937  15.25  14.687 
1489811119.28  16.375  16.187  16.187  15.937  15.25  14.687 
1489811179.28  16.375  16.125  16.125  15.937  15.187  14.625 
1489811239.29  16.375  16.125  16.125  15.875  15.187  14.625 
1489811299.29  16.375  16.125  16.125  15.937  15.187  14.625 
1489811359.29  16.375  16.125  16.125  15.937  15.187  14.625 
1489811419.29  16.375  16.125  16.125  15.937  15.187  14.687 
1489811479.3  16.375  16.125  16.125  15.937  15.25  14.687 
1489811539.3  16.375  16.125  16.125  15.937  15.25  14.687 
1489811599.31  16.375  16.125  16.125  15.937  15.25  14.625 
1489811659.32  16.312  16.125  16.125  15.937  15.25  14.625 
1489811719.32  16.375  16.125  16.125  15.937  15.25  14.625 
1489811779.33  16.375  16.187  16.187  15.937  15.25  14.625 
1489811839.34  16.375  16.187  16.187  15.937  15.312  14.687 
1489811899.34  16.375  16.187  16.187  15.937  15.312  14.687 
1489811959.34  16.375  16.187  16.187  15.937  15.25  14.625 
1489812019.35  16.375  16.125  16.187  15.937  15.25  14.687 
1489812079.35  16.375  16.187  16.187  15.937  15.25  14.687 
1489812139.36  16.375  16.187  16.187  15.937  15.312  14.687 
1489812199.36  16.375  16.187  16.187  15.937  15.312  14.687 
1489812259.36  16.375  16.25  16.187  15.937  15.312  14.75 
1489812319.36  16.375  16.187  16.187  15.937  15.312  14.75 
1489812379.37  16.375  16.187  16.187  15.937  15.312  14.687 
1489812439.37  16.375  16.187  16.187  15.937  15.312  14.687 
1489812499.37  16.375  16.125  16.187  15.937  15.25  14.687 
1489812559.38  16.375  16.125  16.187  15.937  15.312  14.687 
1489812619.38  16.375  16.187  16.187  15.937  15.312  14.687 
1489812679.38  16.375  16.187  16.187  15.937  15.312  14.687 
1489812739.39  16.375  16.125  16.187  15.937  15.25  14.687 
1489812799.39  16.375  16.125  16.187  15.937  15.312  14.687 
1489812859.4  16.375  16.125  16.187  15.937  15.25  14.687 
1489812919.41  16.375  16.125  16.125  15.937  15.25  14.687 
1489812979.41  16.375  16.125  16.187  15.937  15.25  14.75 
1489813039.42  16.375  16.125  16.187  15.937  15.25  14.687 
1489813099.42  16.375  16.187  16.187  15.937  15.25  14.75 
1489813159.43  16.375  16.187  16.187  15.937  15.25  14.75 
1489813219.44  16.375  16.187  16.187  15.937  15.25  14.75 
1489813279.44  16.375  16.187  16.187  15.937  15.312  14.75 
1489813339.45  16.437  16.25  16.187  16.0  15.312  14.75 
1489813399.46  16.437  16.187  16.187  15.937  15.312  14.75 
1489813459.46  16.375  16.187  16.187  15.937  15.312  14.687 
1489813519.47  16.375  16.187  16.187  15.937  15.25  14.687 
1489813579.48  16.375  16.187  16.187  15.937  15.25  14.687 
1489813639.48  16.375  16.187  16.187  15.937  15.312  14.687 
1489813699.49  16.375  16.187  16.187  15.937  15.25  14.687 
1489813759.49  16.375  16.187  16.187  15.937  15.25  14.687 
1489813819.49  16.375  16.187  16.187  15.937  15.25  14.687 
1489813879.5  16.437  16.187  16.187  16.0  15.312  14.687 
1489813939.51  16.437  16.25  16.25  16.0  15.312  14.75 
1489813999.52  16.437  16.25  16.25  16.0  15.312  14.75 
1489814059.52  16.437  16.25  16.25  16.0  15.312  14.75 
1489814119.53  16.437  16.25  16.25  16.0  15.25  14.75 
1489814179.53  16.437  16.25  16.25  16.0  15.312  14.75 
1489814239.54  16.437  16.25  16.25  16.0  15.312  14.75 
1489814299.54  16.437  16.25  16.25  16.0  15.312  14.75 
1489814359.55  16.437  16.25  16.25  16.0  15.375  14.75 
1489814419.56  16.437  16.25  16.25  16.0  15.312  14.75 
1489814479.57  16.437  16.25  16.25  16.0  15.375  14.75 
1489814539.58  16.437  16.25  16.25  16.0  15.375  14.75 
1489814599.58  16.437  16.25  16.25  16.0  15.375  14.75 
1489814659.59  16.437  16.312  16.25  16.0  15.375  14.812 
1489814719.6  16.437  16.25  16.25  16.0  15.375  14.812 
1489814779.6  16.437  16.25  16.25  16.0  15.375  14.812 
1489814839.6  16.437  16.312  16.312  16.062  15.375  14.812 
1489814899.61  16.437  16.25  16.312  16.062  15.375  14.812 
1489814959.61  16.437  16.312  16.312  16.062  15.375  14.812 
1489815019.62  16.437  16.312  16.312  16.062  15.375  14.812 
1489815079.62  16.437  16.312  16.312  16.062  15.375  14.75 
1489815139.62  16.437  16.25  16.312  16.062  15.375  14.75 
1489815199.63  16.437  16.25  16.25  16.062  15.375  14.75 
1489815259.64  16.437  16.25  16.25  16.062  15.375  14.812 
1489815319.64  16.437  16.25  16.25  16.0  15.375  14.75 
1489815379.65  16.437  16.25  16.25  16.0  15.312  14.812 
1489815439.66  16.437  16.25  16.25  16.062  15.375  14.75 
1489815499.66  16.437  16.25  16.25  16.0  15.375  14.812 
1489815559.67  16.437  16.25  16.25  16.062  15.375  14.812 
1489815619.67  16.437  16.25  16.25  16.0  15.375  14.75 
1489815679.68  16.437  16.25  16.25  16.0  15.375  14.75 
1489815739.69  16.437  16.25  16.25  16.062  15.375  14.75 
1489815799.7  16.437  16.25  16.25  16.0  15.375  14.75 
1489815859.7  16.437  16.25  16.25  16.0  15.375  14.75 
1489815919.7  16.437  16.187  16.25  16.0  15.312  14.75 
1489815979.71  16.437  16.187  16.25  16.0  15.312  14.75 
1489816039.72  16.437  16.187  16.25  16.0  15.312  14.687 
1489816099.73  16.375  16.187  16.187  16.0  15.312  14.75 
1489816159.74  16.375  16.187  16.187  16.0  15.312  14.687 
1489816219.74  16.375  16.187  16.187  16.0  15.312  14.75 
1489816279.75  16.375  16.187  16.187  15.937  15.25  14.687 
1489816339.75  16.375  16.187  16.187  15.937  15.25  14.687 
1489816399.76  16.375  16.125  16.187  15.937  15.25  14.687 
1489816459.77  16.375  16.187  16.187  15.937  15.25  14.75 
1489816519.78  16.375  16.187  16.187  15.937  15.312  14.687 
1489816579.79  16.375  16.187  16.187  15.937  15.25  14.687 
1489816639.79  16.375  16.125  16.125  15.937  15.25  14.687 
1489816699.8  16.375  16.125  16.187  15.937  15.25  14.687 
1489816759.8  16.375  16.125  16.187  15.937  15.25  14.687 
1489816819.81  16.375  16.187  16.187  15.937  15.312  14.75 
1489816879.82  16.375  16.187  16.187  15.937  15.312  14.687 
1489816939.82  16.375  16.125  16.187  15.937  15.312  14.687 
1489816999.83  16.375  16.125  16.187  15.937  15.312  14.687 
1489817059.83  16.375  16.125  16.125  15.937  15.25  14.625 
1489817119.84  16.375  16.125  16.125  15.937  15.25  14.625 
1489817179.85  16.312  16.125  16.125  15.937  15.25  14.625 
1489817239.85  16.312  16.125  16.125  15.937  15.25  14.625 
1489817299.85  16.312  16.125  16.125  15.937  15.25  14.625 
1489817359.85  16.312  16.125  16.125  15.937  15.25  14.687 
1489817419.86  16.375  16.125  16.125  15.937  15.25  14.687 
1489817479.87  16.312  16.125  16.125  15.937  15.25  14.687 
1489817539.88  16.312  16.125  16.125  15.937  15.25  14.687 
1489817599.88  16.312  16.125  16.125  15.937  15.25  14.687 
1489817659.89  16.312  16.125  16.125  15.937  15.25  14.687 
1489817719.89  16.375  16.125  16.125  15.937  15.25  14.687 
1489817779.89  16.375  16.125  16.125  15.875  15.187  14.625 
1489817839.9  16.312  16.125  16.125  15.875  15.187  14.625 
1489817899.91  16.312  16.062  16.125  15.875  15.187  14.625 
1489817959.92  16.312  16.125  16.125  15.875  15.187  14.625 
1489818019.92  16.312  16.125  16.125  15.875  15.187  14.625 
1489818079.93  16.312  16.125  16.125  15.875  15.25  14.625 
1489818139.93  16.312  16.125  16.125  15.875  15.187  14.625 
1489818199.94  16.312  16.125  16.125  15.875  15.187  14.625 
1489818259.95  16.312  16.125  16.125  15.875  15.187  14.625 
1489818319.95  16.312  16.125  16.125  15.875  15.187  14.687 
1489818379.96  16.312  16.125  16.125  15.875  15.187  14.687 
1489818439.97  16.312  16.125  16.125  15.875  15.187  14.625 
1489818499.98  16.312  16.062  16.125  15.875  15.125  14.625 
1489818559.98  16.312  16.062  16.062  15.875  15.125  14.625 
1489818619.99  16.312  16.062  16.062  15.875  15.125  14.625 
1489818680.0  16.312  16.062  16.125  15.875  15.125  14.625 
1489818740.0  16.312  16.125  16.125  15.875  15.125  14.625 
1489818800.0  16.312  16.062  16.062  15.875  15.187  14.625 
1489818860.01  16.312  16.062  16.062  15.875  15.187  14.625 
1489818920.02  16.312  16.062  16.062  15.875  15.125  14.562 
1489818980.03  16.25  16.062  16.062  15.812  15.125  14.625 
1489819040.03  16.312  16.062  16.062  15.812  15.125  14.625 
1489819100.04  16.25  16.062  16.062  15.812  15.062  14.562 
1489819160.05  16.25  16.0  16.062  15.812  15.062  14.562 
1489819220.05  16.25  16.062  16.062  15.812  15.125  14.562 
1489819280.06  16.312  16.062  16.062  15.812  15.125  14.625 
1489819340.07  16.312  16.062  16.062  15.812  15.125  14.625 
1489819400.08  16.312  16.062  16.062  15.812  15.187  14.625 
1489819460.08  16.312  16.062  16.062  15.812  15.187  14.625 
1489819520.09  16.312  16.062  16.062  15.812  15.187  14.625 
1489819580.09  16.312  16.062  16.062  15.812  15.125  14.625 
1489819640.09  16.312  16.062  16.062  15.812  15.125  14.562 
1489819700.1  16.25  16.062  16.062  15.812  15.125  14.562 
1489819760.11  16.25  16.062  16.062  15.812  15.187  14.625 
1489819820.11  16.25  16.062  16.062  15.812  15.125  14.562 
1489819880.12  16.25  16.062  16.062  15.812  15.125  14.562 
1489819940.12  16.25  16.062  16.062  15.812  15.125  14.625 
1489820000.12  16.25  16.062  16.062  15.812  15.187  14.562 
1489820060.13  16.25  16.0  16.062  15.812  15.187  14.562 
1489820120.14  16.25  16.062  16.062  15.812  15.125  14.625 
1489820180.15  16.25  16.062  16.062  15.812  15.187  14.625 
1489820240.15  16.312  16.062  16.062  15.812  15.187  14.625 
1489820300.16  16.25  16.062  16.062  15.812  15.187  14.625 
1489820360.16  16.312  16.062  16.062  15.812  15.187  14.625 
1489820420.16  16.312  16.062  16.062  15.812  15.187  14.625 
1489820480.17  16.312  16.062  16.062  15.812  15.125  14.625 
1489820540.18  16.312  16.062  16.062  15.812  15.125  14.625 
1489820600.19  16.312  16.062  16.062  15.812  15.125  14.625 
1489820660.19  16.312  16.062  16.062  15.812  15.187  14.625 
1489820720.2  16.312  16.062  16.062  15.812  15.125  14.625 
1489820780.2  16.312  16.062  16.062  15.812  15.125  14.562 
1489820840.21  16.312  16.062  16.062  15.812  15.125  14.562 
1489820900.22  16.312  16.062  16.062  15.812  15.187  14.562 
1489820960.22  16.312  16.062  16.062  15.812  15.187  14.562 
1489821020.22  16.25  16.062  16.062  15.812  15.187  14.562 
1489821080.22  16.312  16.062  16.062  15.812  15.187  14.625 
1489821140.23  16.312  16.062  16.062  15.812  15.187  14.625 
1489821200.24  16.312  16.062  16.062  15.812  15.187  14.625 
