unixtime  Probe1(bottom) #2   #3  #4  #5   #6(top)
1489821260.25  16.312  16.062  16.062  15.812  15.187  14.625 
1489821320.26  16.312  16.062  16.062  15.812  15.187  14.625 
1489821380.27  16.312  16.0  16.062  15.812  15.125  14.562 
1489821440.28  16.312  16.062  16.062  15.812  15.187  14.625 
1489821500.29  16.25  16.062  16.062  15.812  15.187  14.562 
1489821560.29  16.25  16.062  16.062  15.812  15.187  14.625 
1489821620.3  16.312  16.062  16.062  15.812  15.187  14.625 
1489821680.31  16.25  16.062  16.062  15.812  15.187  14.625 
1489821740.32  16.25  16.062  16.062  15.812  15.187  14.625 
1489821800.33  16.25  16.062  16.062  15.812  15.125  14.562 
1489821860.33  16.25  16.062  16.062  15.812  15.125  14.625 
1489821920.34  16.25  16.062  16.062  15.812  15.125  14.562 
1489821980.35  16.25  16.0  16.062  15.812  15.125  14.562 
1489822040.36  16.25  16.0  16.062  15.812  15.125  14.562 
1489822100.36  16.25  16.062  16.062  15.812  15.125  14.562 
1489822160.37  16.25  16.062  16.062  15.812  15.125  14.562 
1489822220.37  16.25  16.0  16.062  15.812  15.125  14.562 
1489822280.38  16.25  16.0  16.062  15.812  15.125  14.562 
1489822340.39  16.25  16.062  16.062  15.812  15.125  14.562 
1489822400.39  16.25  16.0  16.0  15.812  15.125  14.562 
1489822460.4  16.25  16.0  16.062  15.812  15.125  14.562 
1489822520.41  16.25  16.0  16.0  15.812  15.125  14.562 
1489822580.41  16.25  16.0  16.0  15.812  15.062  14.5 
1489822640.42  16.25  16.0  16.0  15.812  15.062  14.5 
1489822700.42  16.25  16.0  16.0  15.812  15.062  14.562 
1489822760.43  16.25  16.0  16.0  15.812  15.062  14.562 
1489822820.43  16.25  16.0  16.0  15.75  15.125  14.562 
1489822880.44  16.25  16.0  16.0  15.812  15.125  14.562 
1489822940.44  16.25  16.0  16.062  15.812  15.125  14.562 
1489823000.45  16.25  16.0  16.0  15.812  15.062  14.5 
1489823060.46  16.25  16.0  16.0  15.812  15.062  14.5 
1489823120.47  16.25  16.0  16.0  15.812  15.062  14.562 
1489823180.48  16.25  16.0  16.0  15.812  15.062  14.562 
1489823240.48  16.25  16.0  16.062  15.812  15.125  14.562 
1489823300.48  16.25  16.0  16.0  15.812  15.062  14.562 
1489823360.49  16.25  16.0  16.0  15.75  15.062  14.562 
1489823420.49  16.25  16.0  16.0  15.812  15.062  14.562 
1489823480.49  16.25  16.0  16.062  15.812  15.062  14.562 
1489823540.5  16.25  16.0  16.062  15.812  15.062  14.562 
1489823600.5  16.25  16.0  16.062  15.812  15.125  14.562 
1489823660.51  16.25  16.0  16.062  15.812  15.125  14.562 
1489823720.51  16.25  16.0  16.062  15.812  15.125  14.562 
1489823780.52  16.25  16.062  16.062  15.812  15.187  14.562 
1489823840.52  16.25  16.062  16.062  15.812  15.187  14.625 
1489823900.52  16.312  16.125  16.062  15.875  15.187  14.625 
1489823960.52  16.312  16.062  16.062  15.875  15.187  14.625 
1489824020.53  16.25  16.062  16.062  15.875  15.125  14.625 
1489824080.53  16.312  16.062  16.062  15.812  15.125  14.562 
1489824140.54  16.25  16.062  16.062  15.875  15.125  14.562 
1489824200.54  16.25  16.0  16.062  15.812  15.125  14.562 
1489824260.55  16.25  16.0  16.062  15.812  15.125  14.562 
1489824320.56  16.25  16.0  16.062  15.812  15.125  14.562 
1489824380.57  16.25  16.062  16.062  15.812  15.125  14.562 
1489824440.57  16.25  16.062  16.062  15.812  15.187  14.562 
1489824500.58  16.25  16.062  16.062  15.812  15.187  14.562 
1489824560.58  16.25  16.062  16.062  15.812  15.125  14.562 
1489824620.59  16.25  16.0  16.062  15.812  15.187  14.562 
1489824680.6  16.25  16.0  16.062  15.812  15.125  14.562 
1489824740.6  16.187  16.0  16.062  15.812  15.125  14.562 
1489824800.61  16.187  16.0  16.062  15.812  15.062  14.562 
1489824860.61  16.25  16.0  16.062  15.812  15.125  14.562 
1489824920.61  16.25  16.0  16.062  15.812  15.125  14.562 
1489824980.61  16.187  16.0  16.062  15.812  15.125  14.562 
1489825040.62  16.187  16.0  16.062  15.812  15.125  14.562 
1489825100.62  16.25  16.0  16.062  15.812  15.125  14.562 
1489825160.63  16.25  16.062  16.062  15.812  15.125  14.562 
1489825220.64  16.25  16.0  16.062  15.812  15.125  14.5 
1489825280.65  16.187  16.0  16.062  15.812  15.062  14.562 
1489825340.66  16.25  16.0  16.062  15.812  15.062  14.562 
1489825400.66  16.25  16.0  16.062  15.812  15.125  14.562 
1489825460.67  16.25  16.0  16.062  15.812  15.125  14.562 
1489825520.67  16.25  16.0  16.062  15.812  15.125  14.562 
1489825580.68  16.25  16.062  16.062  15.812  15.062  14.562 
1489825640.69  16.25  16.062  16.062  15.812  15.125  14.562 
1489825700.69  16.25  16.0  16.062  15.812  15.125  14.562 
1489825760.7  16.25  16.0  16.062  15.812  15.062  14.562 
1489825820.7  16.25  16.0  16.062  15.812  15.062  14.562 
1489825880.71  16.25  16.0  16.062  15.812  15.125  14.562 
1489825940.72  16.25  16.0  16.062  15.812  15.125  14.562 
1489826000.72  16.25  16.0  16.062  15.812  15.125  14.562 
1489826060.72  16.187  16.0  16.062  15.812  15.125  14.562 
1489826120.73  16.25  16.0  16.062  15.812  15.125  14.562 
1489826180.74  16.25  16.062  16.062  15.812  15.125  14.562 
1489826240.74  16.25  16.0  16.062  15.812  15.062  14.562 
1489826300.74  16.187  16.0  16.062  15.812  15.062  14.562 
1489826360.75  16.187  16.0  16.0  15.812  15.062  14.5 
1489826420.75  16.187  16.0  16.0  15.812  15.062  14.5 
1489826480.75  16.187  16.0  16.062  15.812  15.062  14.562 
1489826540.76  16.187  16.0  16.062  15.812  15.062  14.562 
1489826600.76  16.187  16.0  16.0  15.75  15.062  14.5 
1489826660.77  16.187  16.0  16.0  15.75  15.0  14.5 
1489826720.77  16.187  16.0  16.0  15.75  15.0  14.5 
1489826780.78  16.187  16.0  16.0  15.75  15.0  14.5 
1489826840.79  16.187  16.0  16.0  15.75  15.0  14.5 
1489826900.79  16.187  16.0  16.0  15.75  15.0  14.5 
1489826960.79  16.187  16.0  16.0  15.75  15.0  14.5 
1489827020.8  16.187  16.0  16.0  15.75  15.062  14.5 
1489827080.81  16.187  15.937  16.0  15.75  15.062  14.5 
1489827140.81  16.187  15.937  16.0  15.75  15.062  14.5 
1489827200.81  16.187  16.0  16.0  15.75  15.062  14.5 
1489827260.82  16.187  16.0  16.0  15.75  15.062  14.5 
1489827320.82  16.125  15.937  16.0  15.75  15.0  14.5 
1489827380.83  16.125  15.937  15.937  15.75  15.0  14.5 
1489827440.83  16.187  15.937  16.0  15.75  15.0  14.5 
1489827500.84  16.187  15.937  16.0  15.75  15.0  14.5 
1489827560.84  16.187  15.937  16.0  15.75  15.0  14.5 
1489827620.84  16.187  16.0  16.0  15.75  15.0  14.5 
1489827680.85  16.187  16.0  16.0  15.75  15.062  14.562 
1489827740.86  16.187  16.0  16.0  15.75  15.062  14.562 
1489827800.87  16.187  16.0  16.0  15.75  15.062  14.562 
1489827860.88  16.187  16.0  16.0  15.75  15.062  14.5 
1489827920.88  16.187  16.0  16.0  15.75  15.0  14.5 
1489827980.88  16.187  15.937  16.0  15.75  15.0  14.5 
1489828040.89  16.187  16.0  16.0  15.75  15.062  14.5 
1489828100.89  16.187  15.937  16.0  15.75  15.062  14.5 
1489828160.9  16.187  15.937  16.0  15.75  15.0  14.5 
1489828220.9  16.187  16.0  16.0  15.75  15.0  14.5 
1489828280.91  16.187  15.937  16.0  15.75  15.0  14.5 
1489828340.91  16.187  16.0  16.0  15.75  15.0  14.5 
1489828400.91  16.187  15.937  16.0  15.75  14.937  14.5 
1489828460.91  16.125  15.937  15.937  15.75  15.0  14.5 
1489828520.92  16.125  15.937  15.937  15.75  14.937  14.5 
1489828580.93  16.125  15.937  15.937  15.75  14.937  14.5 
1489828640.94  16.125  15.937  15.937  15.75  15.0  14.5 
1489828700.94  16.187  15.937  15.937  15.75  15.0  14.5 
1489828760.94  16.187  15.937  15.937  15.75  15.0  14.5 
1489828820.95  16.187  15.937  16.0  15.75  15.0  14.5 
1489828880.95  16.187  15.937  16.0  15.75  15.0  14.5 
1489828940.95  16.187  16.0  16.0  15.75  15.062  14.5 
1489829000.96  16.187  16.0  16.0  15.75  15.0  14.5 
1489829060.96  16.187  16.0  16.0  15.75  15.0  14.5 
1489829120.97  16.187  15.937  15.937  15.75  14.937  14.5 
1489829180.98  16.187  15.937  15.937  15.75  15.0  14.5 
1489829240.98  16.187  15.937  15.937  15.75  15.0  14.5 
1489829300.99  16.187  15.937  15.937  15.75  15.0  14.5 
1489829361.0  16.125  15.937  15.937  15.75  15.0  14.5 
1489829421.0  16.187  15.937  15.937  15.75  15.0  14.5 
1489829481.01  16.187  15.937  15.937  15.687  14.937  14.5 
1489829541.02  16.187  15.937  15.937  15.75  15.0  14.437 
1489829601.03  16.187  15.937  16.0  15.75  15.0  14.437 
1489829661.04  16.187  16.0  16.0  15.75  15.0  14.5 
1489829721.04  16.187  16.0  16.0  15.75  15.0  14.5 
1489829781.04  16.187  16.0  16.0  15.75  15.0  14.5 
1489829841.05  16.187  15.937  16.0  15.75  15.0  14.5 
1489829901.05  16.125  15.937  15.937  15.75  15.0  14.5 
1489829961.06  16.125  15.937  15.937  15.75  15.0  14.5 
1489830021.07  16.187  15.937  15.937  15.75  14.937  14.437 
1489830081.07  16.187  15.937  15.937  15.75  15.0  14.437 
1489830141.08  16.187  15.937  16.0  15.75  15.0  14.437 
1489830201.09  16.125  15.937  15.937  15.75  15.0  14.437 
1489830261.1  16.125  15.937  15.937  15.75  14.937  14.437 
1489830321.1  16.125  15.937  15.937  15.75  14.937  14.437 
1489830381.11  16.125  15.937  15.937  15.75  14.937  14.437 
1489830441.12  16.187  15.937  15.937  15.75  15.0  14.437 
1489830501.12  16.187  15.937  15.937  15.75  14.937  14.437 
1489830561.13  16.125  15.937  15.937  15.75  14.937  14.437 
1489830621.13  16.125  15.937  15.937  15.687  14.875  14.437 
1489830681.13  16.125  15.937  15.937  15.687  14.875  14.437 
1489830741.13  16.125  15.937  15.937  15.687  14.937  14.437 
1489830801.14  16.125  15.937  15.937  15.687  14.937  14.437 
1489830861.15  16.125  15.937  15.937  15.687  14.937  14.437 
1489830921.16  16.187  15.937  15.937  15.75  15.0  14.437 
1489830981.16  16.187  15.937  16.0  15.75  15.0  14.5 
1489831041.16  16.187  15.937  16.0  15.75  15.0  14.5 
1489831101.16  16.187  15.937  16.0  15.75  15.0  14.437 
1489831161.17  16.187  15.937  15.937  15.75  15.0  14.437 
1489831221.18  16.187  15.937  15.937  15.75  14.937  14.437 
1489831281.19  16.187  15.937  15.937  15.75  14.937  14.437 
1489831341.19  16.187  15.937  15.937  15.687  14.937  14.437 
1489831401.2  16.125  15.937  15.937  15.687  14.875  14.437 
1489831461.21  16.125  15.937  15.937  15.687  14.937  14.437 
1489831521.21  16.187  15.937  15.937  15.75  14.937  14.437 
1489831581.21  16.187  15.937  15.937  15.687  14.937  14.437 
1489831641.22  16.187  15.937  15.937  15.75  15.0  14.5 
1489831701.23  16.187  15.937  15.937  15.687  15.0  14.5 
1489831761.24  16.187  16.0  16.0  15.75  15.0  14.5 
1489831821.24  16.187  16.0  16.0  15.75  15.062  14.5 
1489831881.25  16.187  16.0  16.0  15.75  15.0  14.5 
1489831941.26  16.187  16.0  16.0  15.75  15.0  14.5 
1489832001.26  16.187  15.937  15.937  15.75  14.937  14.437 
1489832061.26  16.125  15.937  15.937  15.75  14.937  14.437 
1489832121.27  16.125  15.937  15.937  15.687  14.937  14.437 
1489832181.28  16.187  15.937  15.937  15.687  15.0  14.5 
1489832241.29  16.187  15.937  15.937  15.75  15.0  14.5 
1489832301.3  16.187  15.937  15.937  15.75  15.0  14.5 
1489832361.31  16.187  15.937  15.937  15.75  15.0  14.5 
1489832421.31  16.187  16.0  16.0  15.75  15.062  14.5 
1489832481.32  16.187  16.0  16.0  15.75  15.062  14.562 
1489832541.32  16.187  16.0  16.0  15.75  15.062  14.562 
1489832601.32  16.187  16.0  16.0  15.75  15.0  14.5 
1489832661.33  16.187  16.0  16.0  15.75  15.0  14.5 
1489832721.33  16.187  15.937  16.0  15.75  15.0  14.5 
1489832781.33  16.187  16.0  16.0  15.75  15.0  14.5 
1489832841.34  16.187  16.0  16.0  15.75  15.0  14.5 
1489832901.35  16.187  16.0  16.0  15.75  15.062  14.5 
1489832961.35  16.187  16.0  16.0  15.75  15.0  14.5 
1489833021.36  16.187  15.937  15.937  15.75  15.0  14.5 
1489833081.36  16.187  15.937  15.937  15.75  14.937  14.5 
1489833141.37  16.187  15.937  15.937  15.687  14.937  14.5 
1489833201.38  16.125  15.937  15.937  15.687  14.937  14.437 
1489833261.38  16.125  15.937  15.937  15.687  14.937  14.437 
1489833321.39  16.125  15.937  15.937  15.687  14.937  14.437 
1489833381.39  16.125  15.875  15.937  15.687  14.875  14.437 
1489833441.4  16.125  15.875  15.937  15.687  14.875  14.437 
1489833501.4  16.125  15.875  15.875  15.687  14.875  14.437 
1489833561.41  16.125  15.875  15.937  15.687  14.875  14.437 
1489833621.41  16.125  15.875  15.937  15.687  14.875  14.437 
1489833681.42  16.125  15.875  15.937  15.687  14.937  14.437 
1489833741.43  16.125  15.937  15.937  15.687  14.937  14.437 
1489833801.44  16.125  15.937  15.937  15.687  14.937  14.437 
1489833861.44  16.125  15.937  15.937  15.687  14.937  14.437 
1489833921.45  16.187  15.937  15.937  15.687  14.937  14.5 
1489833981.45  16.125  15.937  15.937  15.687  15.0  14.5 
1489834041.45  16.187  15.937  15.937  15.75  15.0  14.5 
1489834101.46  16.187  16.0  16.0  15.75  15.0  14.5 
1489834161.47  16.187  16.0  16.0  15.75  15.0  14.5 
1489834221.48  16.187  16.0  16.0  15.75  15.0  14.5 
1489834281.48  16.187  15.937  16.0  15.75  15.0  14.5 
1489834341.49  16.187  15.937  16.0  15.75  15.0  14.5 
1489834401.5  16.187  15.937  15.937  15.75  14.937  14.437 
1489834461.5  16.125  15.937  15.937  15.75  14.937  14.437 
1489834521.51  16.125  15.937  15.937  15.75  14.937  14.437 
1489834581.51  16.187  15.937  15.937  15.75  14.937  14.5 
1489834641.52  16.187  15.937  15.937  15.75  14.937  14.437 
1489834701.52  16.125  15.937  15.937  15.75  14.937  14.437 
1489834761.53  16.125  15.937  15.937  15.687  14.875  14.437 
1489834821.53  16.125  15.937  15.937  15.687  14.875  14.437 
1489834881.54  16.125  15.937  15.937  15.687  14.875  14.437 
1489834941.55  16.125  15.937  15.937  15.687  14.937  14.437 
1489835001.55  16.125  15.937  15.937  15.687  14.875  14.437 
1489835061.56  16.125  15.875  15.937  15.687  14.875  14.437 
1489835121.56  16.125  15.875  15.937  15.687  14.937  14.437 
1489835181.57  16.125  15.937  15.937  15.687  14.937  14.437 
1489835241.58  16.187  15.937  15.937  15.687  14.937  14.437 
1489835301.58  16.125  15.937  15.937  15.687  14.937  14.437 
1489835361.58  16.187  15.937  15.937  15.687  15.0  14.5 
1489835421.59  16.187  16.0  16.0  15.75  15.0  14.5 
1489835481.6  16.187  16.0  16.0  15.75  15.0  14.5 
1489835541.61  16.187  16.0  16.0  15.75  15.062  14.562 
1489835601.62  16.25  16.062  16.062  15.812  15.125  14.562 
1489835661.62  16.25  16.062  16.062  15.812  15.125  14.625 
1489835721.63  16.25  16.062  16.062  15.812  15.125  14.625 
1489835781.63  16.25  16.062  16.062  15.812  15.062  14.625 
1489835841.63  16.25  16.062  16.062  15.812  15.062  14.625 
1489835901.64  16.25  16.062  16.062  15.812  15.062  14.562 
1489835961.64  16.25  16.062  16.062  15.812  15.062  14.562 
1489836021.65  16.25  16.062  16.062  15.812  15.062  14.562 
1489836081.66  16.25  16.062  16.062  15.812  15.062  14.625 
1489836141.66  16.25  16.062  16.062  15.812  15.125  14.625 
1489836201.67  16.25  16.062  16.062  15.812  15.125  14.625 
1489836261.68  16.312  16.062  16.062  15.812  15.125  14.625 
1489836321.69  16.312  16.125  16.062  15.875  15.187  14.687 
1489836381.69  16.312  16.125  16.125  15.875  15.125  14.687 
1489836441.7  16.312  16.125  16.125  15.875  15.125  14.687 
1489836501.71  16.312  16.125  16.125  15.875  15.187  14.687 
1489836561.71  16.312  16.125  16.125  15.875  15.187  14.687 
1489836621.72  16.312  16.125  16.125  15.875  15.187  14.687 
1489836681.72  16.312  16.062  16.125  15.875  15.187  14.687 
1489836741.72  16.312  16.125  16.125  15.875  15.187  14.687 
1489836801.73  16.312  16.125  16.125  15.875  15.187  14.687 
1489836861.74  16.312  16.125  16.125  15.875  15.25  14.75 
1489836921.74  16.375  16.187  16.125  15.937  15.25  14.75 
1489836981.75  16.375  16.187  16.187  15.937  15.25  14.75 
1489837041.76  16.375  16.187  16.187  15.937  15.25  14.75 
1489837101.77  16.375  16.187  16.187  15.937  15.25  14.75 
1489837161.77  16.375  16.187  16.187  15.937  15.25  14.75 
1489837221.77  16.375  16.187  16.187  15.937  15.25  14.75 
1489837281.78  16.375  16.187  16.187  15.937  15.25  14.75 
1489837341.78  16.375  16.187  16.187  15.937  15.25  14.75 
1489837401.79  16.375  16.187  16.187  15.937  15.25  14.75 
1489837461.8  16.375  16.187  16.187  15.937  15.25  14.75 
1489837521.81  16.375  16.187  16.187  16.0  15.25  14.75 
1489837581.81  16.375  16.187  16.187  15.937  15.25  14.75 
1489837641.82  16.375  16.25  16.187  16.0  15.25  14.75 
1489837701.83  16.375  16.25  16.187  16.0  15.312  14.812 
1489837761.84  16.375  16.25  16.25  16.0  15.312  14.812 
1489837821.84  16.375  16.25  16.25  16.0  15.312  14.812 
1489837881.84  16.437  16.25  16.25  16.0  15.375  14.812 
1489837941.85  16.437  16.25  16.25  16.0  15.375  14.812 
1489838001.86  16.437  16.25  16.25  16.0  15.375  14.812 
1489838061.86  16.437  16.25  16.25  16.0  15.375  14.812 
1489838121.87  16.437  16.25  16.25  16.0  15.375  14.812 
1489838181.87  16.437  16.25  16.25  16.0  15.375  14.875 
1489838241.88  16.437  16.25  16.25  16.0  15.437  14.875 
1489838301.88  16.437  16.312  16.312  16.062  15.437  14.875 
1489838361.89  16.437  16.312  16.312  16.062  15.437  14.875 
1489838421.89  16.437  16.312  16.312  16.062  15.437  14.875 
1489838481.9  16.437  16.312  16.312  16.062  15.375  14.875 
1489838541.91  16.437  16.25  16.25  16.062  15.312  14.812 
1489838601.91  16.437  16.25  16.25  16.0  15.312  14.812 
1489838661.91  16.437  16.187  16.25  16.0  15.25  14.812 
1489838721.92  16.437  16.25  16.25  16.0  15.312  14.812 
1489838781.92  16.437  16.25  16.25  16.0  15.25  14.812 
1489838841.93  16.375  16.187  16.25  16.0  15.25  14.812 
1489838901.94  16.375  16.187  16.25  16.0  15.25  14.812 
1489838961.94  16.375  16.187  16.25  16.0  15.25  14.812 
1489839021.94  16.375  16.187  16.25  16.0  15.25  14.812 
1489839081.94  16.375  16.187  16.25  16.0  15.25  14.812 
1489839141.95  16.375  16.187  16.25  16.0  15.25  14.812 
1489839201.95  16.375  16.187  16.187  16.0  15.312  14.812 
1489839261.96  16.375  16.187  16.187  16.0  15.312  14.812 
1489839321.96  16.375  16.187  16.25  16.0  15.25  14.812 
1489839381.97  16.375  16.187  16.187  16.0  15.25  14.812 
1489839441.97  16.375  16.187  16.187  16.0  15.187  14.75 
1489839501.98  16.375  16.187  16.187  16.0  15.25  14.812 
1489839561.98  16.375  16.187  16.187  16.0  15.25  14.812 
1489839621.98  16.375  16.187  16.25  16.0  15.312  14.812 
1489839681.98  16.375  16.25  16.25  16.0  15.25  14.812 
1489839741.99  16.375  16.25  16.25  16.0  15.312  14.812 
1489839802.0  16.375  16.187  16.25  16.0  15.312  14.812 
1489839862.01  16.375  16.25  16.25  16.0  15.25  14.812 
1489839922.01  16.375  16.187  16.187  16.0  15.25  14.812 
1489839982.01  16.375  16.25  16.187  16.0  15.25  14.812 
1489840042.02  16.375  16.25  16.25  16.0  15.312  14.812 
1489840102.02  16.375  16.187  16.25  16.0  15.312  14.812 
1489840162.03  16.375  16.187  16.25  16.0  15.312  14.812 
1489840222.04  16.375  16.25  16.25  16.0  15.312  14.812 
1489840282.04  16.437  16.25  16.25  16.0  15.312  14.812 
1489840342.05  16.437  16.25  16.25  16.0  15.375  14.812 
1489840402.05  16.437  16.25  16.25  16.0  15.375  14.812 
1489840462.06  16.437  16.25  16.25  16.0  15.375  14.875 
1489840522.07  16.437  16.312  16.312  16.062  15.375  14.875 
1489840582.07  16.437  16.312  16.312  16.062  15.437  14.875 
1489840642.08  16.437  16.312  16.312  16.062  15.437  14.875 
1489840702.09  16.437  16.25  16.312  16.062  15.375  14.875 
1489840762.09  16.437  16.25  16.25  16.062  15.312  14.812 
1489840822.09  16.437  16.25  16.25  16.062  15.375  14.875 
1489840882.1  16.437  16.25  16.25  16.062  15.375  14.875 
1489840942.1  16.437  16.312  16.312  16.062  15.437  14.875 
1489841002.11  16.437  16.312  16.312  16.062  15.437  14.875 
1489841062.12  16.437  16.312  16.25  16.062  15.375  14.875 
1489841122.13  16.437  16.25  16.25  16.062  15.375  14.875 
1489841182.13  16.437  16.312  16.312  16.062  15.375  14.875 
1489841242.14  16.437  16.312  16.312  16.062  15.375  14.875 
1489841302.15  16.437  16.312  16.312  16.062  15.375  14.875 
1489841362.15  16.437  16.312  16.312  16.062  15.375  14.875 
1489841422.15  16.437  16.312  16.312  16.062  15.375  14.875 
1489841482.16  16.437  16.312  16.312  16.062  15.375  14.875 
1489841542.16  16.437  16.312  16.312  16.062  15.437  14.875 
1489841602.17  16.437  16.312  16.312  16.062  15.437  14.937 
1489841662.18  16.437  16.312  16.312  16.062  15.437  14.937 
1489841722.19  16.437  16.25  16.312  16.062  15.375  14.875 
1489841782.19  16.437  16.25  16.25  16.062  15.375  14.875 
1489841842.2  16.437  16.25  16.312  16.062  15.375  14.875 
1489841902.21  16.437  16.25  16.312  16.062  15.375  14.875 
1489841962.21  16.437  16.25  16.312  16.062  15.437  14.875 
1489842022.21  16.437  16.25  16.312  16.062  15.375  14.875 
1489842082.22  16.437  16.312  16.312  16.062  15.375  14.875 
1489842142.23  16.437  16.25  16.312  16.062  15.375  14.875 
1489842202.23  16.437  16.25  16.312  16.062  15.375  14.875 
1489842262.24  16.437  16.25  16.312  16.062  15.375  14.875 
1489842322.25  16.437  16.25  16.312  16.062  15.375  14.875 
1489842382.26  16.437  16.312  16.312  16.062  15.437  14.875 
1489842442.27  16.437  16.25  16.312  16.062  15.375  14.875 
1489842502.27  16.437  16.25  16.312  16.062  15.375  14.875 
1489842562.28  16.437  16.312  16.312  16.062  15.437  14.875 
1489842622.28  16.437  16.25  16.312  16.062  15.375  14.875 
1489842682.29  16.437  16.25  16.312  16.062  15.375  14.875 
1489842742.3  16.437  16.25  16.312  16.062  15.375  14.875 
1489842802.3  16.437  16.25  16.312  16.062  15.437  14.875 
1489842862.31  16.437  16.312  16.312  16.062  15.437  14.875 
1489842922.31  16.437  16.312  16.312  16.062  15.437  14.875 
1489842982.32  16.437  16.25  16.312  16.062  15.375  14.875 
1489843042.33  16.437  16.25  16.25  16.062  15.375  14.875 
1489843102.34  16.437  16.25  16.25  16.062  15.375  14.812 
1489843162.35  16.437  16.25  16.25  16.062  15.375  14.812 
1489843222.36  16.437  16.25  16.25  16.062  15.312  14.812 
1489843282.36  16.437  16.25  16.25  16.062  15.375  14.812 
1489843342.36  16.437  16.25  16.25  16.062  15.375  14.875 
1489843402.37  16.437  16.312  16.312  16.062  15.375  14.875 
1489843462.38  16.437  16.312  16.312  16.062  15.437  14.937 
1489843522.39  16.437  16.312  16.312  16.062  15.437  14.875 
1489843582.39  16.437  16.25  16.312  16.062  15.375  14.875 
1489843642.4  16.437  16.25  16.25  16.062  15.375  14.875 
1489843702.4  16.437  16.25  16.25  16.062  15.375  14.875 
1489843762.41  16.437  16.25  16.25  16.062  15.375  14.875 
1489843822.42  16.437  16.25  16.25  16.062  15.375  14.812 
1489843882.43  16.437  16.25  16.25  16.062  15.312  14.812 
1489843942.43  16.437  16.25  16.25  16.062  15.312  14.812 
1489844002.43  16.375  16.25  16.25  16.062  15.312  14.812 
1489844062.44  16.375  16.187  16.25  16.0  15.312  14.812 
1489844122.45  16.375  16.25  16.25  16.0  15.312  14.812 
1489844182.46  16.375  16.187  16.25  16.0  15.312  14.812 
1489844242.46  16.375  16.187  16.25  16.0  15.312  14.812 
1489844302.47  16.375  16.187  16.25  16.0  15.25  14.812 
1489844362.48  16.375  16.187  16.25  16.0  15.25  14.812 
1489844422.49  16.375  16.187  16.25  16.0  15.25  14.812 
1489844482.5  16.375  16.187  16.187  16.0  15.25  14.812 
1489844542.5  16.375  16.187  16.187  16.0  15.25  14.812 
1489844602.51  16.375  16.187  16.25  16.0  15.25  14.812 
1489844662.51  16.375  16.25  16.25  16.0  15.312  14.812 
1489844722.52  16.375  16.187  16.25  16.0  15.25  14.812 
1489844782.53  16.375  16.187  16.187  16.0  15.25  14.812 
1489844842.53  16.375  16.187  16.187  16.0  15.25  14.812 
1489844902.54  16.375  16.187  16.187  16.0  15.187  14.812 
1489844962.55  16.375  16.187  16.187  16.0  15.25  14.812 
1489845022.55  16.375  16.187  16.187  15.937  15.25  14.812 
1489845082.56  16.375  16.187  16.187  15.937  15.25  14.812 
1489845142.57  16.375  16.187  16.187  15.937  15.187  14.812 
1489845202.58  16.312  16.125  16.187  15.937  15.187  14.812 
1489845262.59  16.312  16.125  16.187  15.937  15.125  14.75 
1489845322.59  16.312  16.125  16.125  15.937  15.187  14.812 
1489845382.6  16.312  16.125  16.187  15.937  15.187  14.812 
1489845442.6  16.312  16.187  16.187  15.937  15.187  14.75 
1489845502.61  16.312  16.125  16.125  15.937  15.187  14.75 
1489845562.62  16.312  16.125  16.125  15.937  15.187  14.75 
1489845622.62  16.312  16.125  16.125  15.937  15.187  14.812 
1489845682.62  16.312  16.125  16.125  15.937  15.187  14.75 
1489845742.63  16.312  16.125  16.125  15.937  15.187  14.75 
1489845802.63  16.312  16.125  16.125  15.875  15.187  14.75 
1489845862.64  16.312  16.125  16.125  15.875  15.187  14.75 
1489845922.65  16.312  16.125  16.125  15.875  15.125  14.75 
1489845982.66  16.312  16.125  16.125  15.875  15.125  14.75 
1489846042.66  16.312  16.125  16.125  15.875  15.125  14.75 
1489846102.67  16.312  16.062  16.125  15.875  15.125  14.75 
1489846162.68  16.25  16.062  16.125  15.875  15.125  14.75 
1489846222.68  16.25  16.062  16.062  15.875  15.125  14.75 
1489846282.69  16.25  16.062  16.062  15.875  15.062  14.75 
1489846342.7  16.25  16.062  16.062  15.875  15.062  14.75 
1489846402.7  16.25  16.062  16.062  15.875  15.062  14.75 
1489846462.71  16.25  16.062  16.062  15.812  15.062  14.687 
1489846522.72  16.25  16.062  16.062  15.812  15.062  14.687 
1489846582.72  16.25  16.062  16.062  15.812  15.062  14.687 
1489846642.73  16.25  16.062  16.062  15.812  15.125  14.687 
1489846702.74  16.25  16.062  16.062  15.875  15.125  14.75 
1489846762.74  16.312  16.062  16.062  15.812  15.125  14.687 
1489846822.74  16.25  16.062  16.062  15.875  15.062  14.687 
1489846882.74  16.25  16.062  16.062  15.812  15.062  14.75 
1489846942.75  16.25  16.062  16.062  15.812  15.062  14.75 
1489847002.76  16.25  16.062  16.062  15.812  15.125  14.75 
1489847062.77  16.312  16.062  16.062  15.875  15.125  14.75 
1489847122.77  16.312  16.125  16.125  15.875  15.187  14.75 
1489847182.78  16.312  16.125  16.125  15.875  15.187  14.75 
1489847242.78  16.312  16.125  16.125  15.875  15.187  14.75 
1489847302.79  16.312  16.125  16.125  15.875  15.187  14.75 
1489847362.79  16.312  16.125  16.125  15.875  15.187  14.75 
